RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
173617,Jamaica Mistake Pasta Salad,41379,Michellew,,20,20,2006-06-19T12:13:00Z,A friend of mine who used to work for the airlines gave me this recipe and my husband loves it!  You will too!,Canadian,"c(""Caribbean"", ""Healthy"", ""< 30 Mins"", ""Beginner Cook"", ""Easy"", ""Inexpensive"")","c(""900"", ""2"", ""125"", ""1"", ""1"", ""1"", ""1"", NA)","c(""penne"", ""corkscrew macaroni"", ""feta cheese"", ""green bell pepper"", ""red bell pepper"", ""yellow bell pepper"", ""red onion"", ""cherry tomatoes"")",5.0,1.0,621.6,15.4,5.6,71.8,924.9,109.5,13.3,11.4,15.5,,,"""Mix all together and top with cherry tomatoes.  Let sit in fridge overnight."""
309152,On the Border's Carne Asada Tacos (Copycat Recipe),110946,Amy in Kansas,10.0,30,40,2008-06-13T02:10:00Z,"I recently ate Carne Asada Tacos at On the Border Restaurant and fell in love with them. Their menu description is: Premium, mouthwatering carne asada steak drizzled with Jalapeno Ranch dressing and topped with melted cheese and crispy-fried onion strings, all in grilled flatbread tortillas. 
I came up with this recipe (with some help from other 'zaars) which I believe is a pretty good copy cat. I used the marinade from recipe 103372 by Sharlene--W and modified the dressing recipe 195520 by --Miss Diggy*--.",< 60 Mins,,"c(""2"", ""1/3"", ""2"", ""1"", NA, ""2"", ""1/4"", ""1/4"", ""1 1/2"", ""2"", ""1"", ""1"", ""6 -8"", ""2"", ""1/2"")","c(""lime juice"", ""garlic powder"", ""crushed red pepper flakes"", ""fresh ground black pepper"", ""Mexican oregano"", ""light mayonnaise"", ""light sour cream"", ""cilantro"")",5.0,3.0,468.8,30.1,14.7,155.9,667.2,5.8,0.3,3.0,42.2,,6-8 Tacos,"c(""For carne asada:"", ""Marinate meat, then prepare ingredients for dressing, before grilling meat."", ""Plan to have flatbread warmed as you are ready to serve meat."", ""Marinate steaks in lime juice in a shallow glass dish for 1 minute."", ""Next add garlic, crushed red chile, black pepper, and Mexican oregano."", ""Marinate in refrigerator for at least 20 but no longer than 40 minutes."", ""While marinating meat:"", ""Combine all ingredients for Jalapeno Ranch Dressing in a 1 cup dish."", ""Mix well and refrigerate to let flavors blend."", 
""Preheat oven to 170 degrees (or lowest heat setting)."", ""Grill meat to desired doneness"", ""Remove steaks from grill and let \""rest\"" for 5 minutes."", ""Before meat is about to be taken off grill or while it is resting, add 1/3-1/2 cup of cheese on each flatbread."", ""Lay the cheese covered flatbreads directly onto middle oven rack and warm until cheese is melted."", ""Once meat has rested, cut meat against the grain into thin strips."", ""On each flatbread add desired amount of meat, 1-2 tablespoons jalapeno ranch dressing and about 1 T french fried onion strings."", 
""Enjoy!"")"
126151,Creamed Celery,179252,Arts Protege,,15,15,2005-06-15T17:46:00Z,A great way to use up that tired celery at the bottom of your crisper.  This also works well mixed with 2 cups of cooked pasta and served with pork chops.,Vegetable,"c(""Low Protein"", ""< 15 Mins"")","c(""1/2"", ""3"", ""1"", ""1/4"", ""2"", ""3"", ""1/4"", ""1/8"", ""1"")","c(""celery"", ""carrot"", ""rosemary"", ""butter"", ""flour"", ""salt"", ""white pepper"", ""milk"")",5.0,3.0,93.1,5.7,3.5,16.5,225.5,7.9,1.2,1.6,2.7,6.0,,"c(""Simmer vegetables and rosemary in stock until tender (10 - 15 minutes.)."", ""In another sauce pan melt butter; blend in flour, salt and pepper."", ""Add milk, cook until thickened."", ""Stir sauce into undrained vegetables."")"
428696,Greek Turkey Burgers With Yogurt Sauce,383346,Boomette,20.0,20,40,2010-06-06T11:02:00Z,Make and share this Greek Turkey Burgers With Yogurt Sauce recipe from Food.com.,Poultry,"c(""Vegetable"", ""Meat"", ""Greek"", ""European"", ""< 60 Mins"", ""Easy"")","c(""1/2"", ""1/4"", ""1/4"", ""1"", ""1/2"", ""1"", ""1/2"", ""1/2"", ""1/2"", ""4"")","c(""plain fat-free yogurt"", ""red onion"", ""cucumber"", ""lean ground turkey"", ""plain fat-free yogurt"", ""dried oregano leaves"", ""garlic powder"", ""salt"", ""pepper"")",5.0,1.0,330.3,10.7,2.9,79.5,610.5,27.9,1.4,8.0,30.2,4.0,,"c(""Heat gas or charcoal grill.  In small bowl, mix sauce ingredients; refrigerate until serving time."", ""In medium bowl, mix all burger ingredients except buns.  Shape mixture into 4 patties, about 1/2 inch thick."", ""Place patties on grill over medium heat.  Cover grill; cook 8 to 10 minutes, turning after 5 minutes, until thermometer inserted in center of patties reads 165°F  Serve burgers on buns with yogurt sauce."")"
318645,Orange-Berry Fizz,724631,KateL,,3,3,2008-08-11T02:14:00Z,Entered for safe-keeping. This can be made &quot;virgin&quot; by replacing the vodka and club soda with lemon-lime soda.  From Woman's World 6/30/08.,Punch Beverage,"c(""Beverages"", ""Low Protein"", ""Vegan"", ""Low Cholesterol"", ""Healthy"", ""< 15 Mins"", ""Beginner Cook"", ""Easy"")","c(""4"", ""1/2"", ""4"", ""2"", NA)","c(""Absolut mandarin vodka"", ""raspberries"")",5.0,1.0,123.6,0.8,0.4,0.0,23.7,12.8,1.2,10.2,0.5,2.0,1 cup,"c(""Divide vodka and sherbet between 2 glasses."", ""Top with club soda and a splash of orange juice, dividing equally."", ""If desired, garnish each drink with a few raspberries skewered on a toothpick."")"
330949,Chocolate Banana Cream Cake,346383,senseicheryl,40.0,22,62,2008-10-16T00:20:00Z,I received an email this morning from the www.criso.com website and this was one of the listed recipes.  The picture looks incredible at the website!,Dessert,"c(""Tropical Fruits"", ""Fruit"", ""Potluck"", ""Sweet"", ""Mixer"", ""Oven"", ""Refrigerator"", ""Small Appliance"", ""< 4 Hours"")","c(""1"", ""2"", ""2/3"", ""1 3/4"", ""1"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1"")","c(""eggs"", ""canola oil"", ""milk"", ""fat-free sugar-free instant vanilla pudding mix"", ""cream cheese"", ""bananas"", ""lemon juice"")",,,237.2,20.9,6.1,61.0,183.4,9.3,0.6,3.0,3.9,12.0,1 9 inch pan,"c(""HEAT oven to 350°F Spray bottom of a 9-inch round springform pan with no-stick cooking spray."", ""BLEND cake mix, eggs, oil and 3/4 cup milk in a medium bowl until moistened. Beat with an electric mixer on medium speed for 2 minutes. Spread batter evenly into prepared pan. Bake 38 to 42 minutes. Cool completely."", ""BLEND pudding mix with 1 cup cold milk. In another bowl, beat cream cheese until fluffy. Mix in pudding and banana extract. Blend in whipped topping. Remove 1 cup and reserve. Stir 2/3 cup fudge topping in small bowl until of spreading consistency. Slice bananas 1/4-inch thick. Dip 3 slices in lemon juice. Cover and reserve for garnish."", 
""PLACE 2 tablespoons fudge topping into the corner of a 1-quart resealable bag. Knead. Cut small corner off bag. Drizzle fudge topping over top of cake. Refrigerate at least 1 hour. Garnish with reserved banana slices just before serving."", ""REMOVE cake from pan. Cut in half horizontally. Cover bottom layer with fudge topping. Top with sliced bananas and 3 cups pudding mixture. Cover with top cake layer. Spread 1 cup reserved pudding onto center of cake."")"
75550,Cinnamon-Cocoa Torte with Chocolate-Mocha Glaze,69838,love4culinary,40.0,25,65,2003-11-04T20:01:00Z,"this is a lovely vegan dessert that was passed on to me. I havent made it, but Ive tried it. Definitely a delicious dessert :-)",Dessert,"c(""Soy/Tofu"", ""Beans"", ""Vegan"", ""Sweet"", ""Weeknight"", ""Mixer"", ""For Large Groups"", ""Oven"", ""Small Appliance"", ""< 4 Hours"")","c(""8"", ""2"", ""3/4"", ""1"", ""1"", ""2"", ""3/4"", ""2"", ""1"", ""1"", ""1/4"", ""1/4"", ""3"", ""1"", ""1 1/2"", ""1"", NA, NA)","c(""tofu"", ""coconut oil"", ""water"", ""vanilla extract"", ""unbleached all-purpose flour"", ""cocoa powder"", ""ground cinnamon"", ""baking soda"", ""cream of tartar"", ""margarine"", ""cocoa powder"", ""water"", ""instant espresso powder"", ""vanilla extract"", ""cinnamon"")",,,195.9,14.5,9.9,0.0,115.1,15.7,2.4,0.4,3.6,16.0,1 Torte,"c(""First you will want to preheat your oven to 350 degrees F, To start the cake, oil a 10- or 12-inch springform pan and then lightly duest it with a bit of cocoa powder."", ""Using an electric mixer, blend tofu with Sucanat on low speed until mixture is the consistancy of a paste."", ""Increase speed and beat until the tofu mixture is thoroughly blended and mixture is shiny and the consistency of thick syrup."", ""At this point, your sucanat will not be dissolved, so do not worry."", ""Next, add oil, water and vanilla to tofu mixture, beating until thoroughly combined."", 
""Sift together flour, cinnamon, baking soda, cream of tartar, and cocoa powder."", ""Blend sifted dry ingredients into liquid mixture."", ""Pour batter into your prepared spring-form pan and bake until tester inserted in center comes out clean, which should be approximately after about 40-50 minutes."", ""Transfer to rack and cool completely."", ""To prepare your glaze: Take out a small saucepan, and combine all ingredients in it except the vanilla."", ""Cook and stir over medium heat until mixture is shiny and completely smooth."", 
""Allow the mixture to come to a boil, then immediately remove it from the heat."", ""Stir in vanilla and let cool 10 minutes."", ""Stir vigorously before using."", ""To put the cake together,Remove sides from pan."", ""If it is necessary, you can slice off the top of the cake to make sure that the surface is even (may not be necessary), but make sure you have an even surface."", ""Next, invert the cake onto a rack set over a pan."", ""It is important to have this pan under the rack, as you want it to catch the glaze that drips."", 
""Remove pan bottom from cake."", ""Now, carefully pour the glaze evenly over top of cake, allowing some to drip down sides also."", ""Use a knife or spatula to spread glaze around the top and sides of the cake, keeping as much on the cake as possible, and then transfer it to a serving platter once you are finished."", ""Decorate by pressing ground nuts into the sides of the cake, and sprinkling the top and sides with cinnamon."")"
65628,Bread Machine Focaccia With Sun-Dried Tomato,90611,Rhonda_H,15.0,135,150,2003-06-27T20:01:00Z,This has been a staple in our house for years. Wonderful with a bowl of soup. Prep time includeds time in bread machine and rising times.,Yeast Breads,"c(""Breads"", ""Weeknight"", ""Bread Machine"", ""Oven"", ""Small Appliance"", ""< 4 Hours"")","c(""1"", ""3"", ""2"", ""3 1/2"", ""1"", ""3"", ""2"", ""1/2"", ""2"", ""2"", ""2"", ""1"", ""1"")","c(""water"", ""bread flour"", ""powdered milk"", ""white sugar"", ""salt"", ""margarine"", ""active dry yeast"", ""sun-dried tomato"", ""olive oil"", ""parmesan cheese"", ""dried rosemary"", ""mozzarella cheese"")",5.0,9.0,441.7,16.4,5.2,18.8,704.5,60.3,2.8,10.4,13.3,,,"c(""Place water, flour, powdered milk, sugar, salt, butter or margarine, tomatoes, and yeast into bread machine in the order suggested by the manufacturer."", ""Set to Dough cycle, and start the machine."", ""Dough will be 1/2 pound."", ""When the bread machine has finished the Dough cycle, take the dough out."", ""Knead for 1 minute by hand."", ""Place in an oiled bowl, and turn a few times to coat the surface of the dough."", ""Cover with a damp cloth, and let rise for 15 minutes in a warm place."", ""Dust a 10 x 15 inch baking tray with cornmeal."", 
""Roll out dough to fit the pan."", ""Make indentations in the dough with your finger tips."", ""Brush top surface with oil, and cover with a damp cloth."", ""Allow to rise for 30 minutes."", ""Sprinkle with parmesan, rosemary, garlic salt, and mozzarella."", ""Bake at 400 degree F for 15 minutes, or until nicely browned."", ""Cool slightly, and cut into squares for serving."")"
476567,Pot O' Gold Cookies,147095,Raquel Grinnell,12.0,10,22,2012-03-19T18:10:00Z,"St. Patrick's Day had my thoughts turning to these cookies and I thought I&rsquo;d share with you my favorite kind of gold &ndash; liquid gold in the form of caramel. These chocolate cookies are soft and chewy and just bursting with an ooey gooey soft caramel center. You can omit the cocoa powder and have a blonde version as well.

The secret? A Rolo.",Dessert,"c(""Cookie & Brownie"", ""< 30 Mins"", ""For Large Groups"")","c(""3/4"", ""1/2"", ""1/2"", ""1"", ""1 1/2"", ""1"", ""1/2"", ""1/4"", ""2"", ""24"")","c(""unsalted butter"", ""sugar"", ""light brown sugar"", ""egg"", ""vanilla extract"", ""baking soda"", ""salt"", ""cocoa powder"", ""all-purpose flour"")",,,128.1,6.2,3.8,23.0,106.4,17.2,0.6,8.7,1.6,24.0,2 dozen,"c(""Preheat oven to 350 degrees F. Line 3 baking sheets with silicone baking mats or parchment paper. You don’t have to do this, but it will make it much easier to clean if some of the caramel leaks through."", ""In a large mixing bowl, beat the butter, granulated sugar and brown sugar until light and fluffy. Add egg and vanilla; beat well. Mix in baking soda, salt, cocoa powder and flour until well combined, but do not over mix."", ""Shape dough into 1” balls. Flatten slightly in the palm of your hand. Place one Rolo in the middle and roll the dough up around it so that it is completely enclosed. Place on prepared cookies sheets – 8 to a sheet, staggering them, as they will spread quite a bit when baked."", 
""Bake 9-11 minutes until puffy and the edges are set. They will appear very fluffy but will gradually flatten out slightly as they cool."", ""Cool 1-2 minutes on pans and then remove to wire racks and cool completely before storing in an airtight container."")"
254708,Gg's Hot  Mayonnaise-Glazed Scallops,251686,Gloria 15x,10.0,20,30,2007-09-23T22:59:00Z,"This is sooo good.  I haven't made it for ages and as soon as I finish printing it, I'm going to make it for tonight.",Very Low Carbs,"""< 30 Mins""","c(""1"", ""1"", ""1"", ""2"", ""1"", ""1/2"", ""1/8"", ""1/4"", ""1/2"", ""1/2"", ""24"", ""1/2"", ""1/2"", ""1/4"")","c(""egg"", ""Dijon mustard"", ""lemon juice"", ""Worcestershire sauce"", ""salt"", ""black pepper"", ""red pepper flakes"", ""olive oil"", ""canola oil"", ""sea scallops"", ""salt"", ""black pepper"", ""green onion"")",,,194.2,18.8,2.0,27.5,288.5,1.2,0.1,0.2,5.6,12.0,,"c(""Preheat oven to 400 degrees."", ""In a blender combine the egg, mustard, hot sauce, lemon juice, worcestershire, salt, black pepper, and red pepper flakes.  Process until smooth, about 30 seconds."", ""With the motor running, pour in the oil in a slow, steady stream.  The mixture will thicken."", ""Refrigerate until ready to use."", ""Cut each scallop in half horizontally."", ""Use 12 large scallop shells for the scallops."", ""Put the scallop shells on a baking dish."", ""Season both sides of the scallops with salt and black pepper."", 
""Place 2 scallops in each shell and spoon about 2 Tbsp of the mayonnaise over them."", ""Bake on the top rack of the oven until the mayonnaise is golden brown, about 10 minutes."", ""Garnish with the green onions and serve hot."")"
469893,Cauliflower Say Cheese,17803,Charlotte J,37.0,30,67,2011-12-14T11:50:00Z,"Saving this to my cookbook so I don't have to try to remember it's name or where it is on the net.  I plan on making this for Christmas dinner this year.  You are to brake off the curds from the stem and throw the stem.  But I think a better use for it would be to chop and add back to the dish or save it for soup.   Recipe courtesy Alton Brown, 2011  Show: Good Eats  Episode: The Caul of the Flower",Cheese,"c(""Cauliflower"", ""Vegetable"", ""Kosher"", ""Weeknight"", ""Microwave"", ""Oven"", ""Small Appliance"", ""< 4 Hours"")","c(""1"", ""1"", ""4 1/2"", ""1/2"", ""1"", ""1"", ""1"", ""1/2"", ""1/4"", ""1/4"", ""1/2"")","c(""unsalted butter"", ""head cauliflower"", ""cheddar cheese"", ""egg"", ""kosher salt"", ""mustard powder"", ""black pepper"", ""cayenne pepper"", ""heavy cream"")",,,384.6,27.2,16.1,128.4,826.0,21.9,5.0,5.2,16.2,,,"c(""Grease an 11 by 7-inch glass baking dish with the butter and set aside."", ""Position 1 oven rack in the middle position and 1 in the top position and preheat the oven to 400 degrees F."", ""Place the cauliflower in a small glass bowl, stalk end up."", ""Use a paring knife to remove the lower leaves."", ""Trim the large florets off of the stem, keeping them as intact as possible."", ""Try to keep the size uniformly large and make as few cuts as possible."", ""Discard the leaves and inner stem."", ""Cover tightly with plastic wrap and microwave on high for 4 minutes."", 
""Rest, still covered in plastic, for another 4 minutes."", ""Uncover and rest for 4 to 5 more minutes while preparing the rest of the dish."", ""Combine 4 ounces of the cheese, the bread crumbs, egg, salt, mustard, paprika, black pepper, and cayenne in a large mixing bowl."", ""When 1 minute remains on the cauliflower rest period, microwave the cream on high for 30 seconds."", ""Add the cream to the bowl with the cheese mixture and stir to combine."", ""Using your hands and a tea towel if the cauliflower is still hot, rub the large florets between your hands to break up the curds.  (chop the stems and add back to the dish or save it for soup.  This is a better use, then throwing good food out)."", 
""Add the curds to the cream mixture and stir until the cheese is thoroughly melted and combined."", ""Spread the cauliflower mixture in the prepared baking dish, place on the middle rack, and bake for 20 minutes."", ""Remove the baking dish and turn the broiler to high."", ""Sprinkle the remaining 1/2 ounce cheese atop the cauliflower."", ""Place on the top rack and broil until the top is bubbly and appropriately brown, 6 to 8 minutes."", ""Rest 10 minutes before serving."")"
115683,Brilliant Chocolate Gravy,69904,LoriInIndiana,10.0,5,15,2005-04-07T18:47:00Z,"My kids love this stuff for a breakfast treat.  My husband thinks it's better as a dessert, after his eggs and bacon, LOL.  This recipe is posted for Newspapergal.  I found it in an old church cookbook, the original recipe provided by a dear friend of my aunt's.  This is to be served over hot, buttered biscuits-an extra yummy treat for the kids, little and big ones alike!",Breakfast,"c(""Low Cholesterol"", ""Healthy"", ""Kid Friendly"", ""Brunch"", ""< 15 Mins"", ""Beginner Cook"", ""Stove Top"", ""Easy"")","c(""1/2"", ""1/2"", ""2"", ""4"", ""1"", ""1"")","c(""flour"", ""sugar"", ""milk"", ""vanilla"", ""salt"")",5.0,10.0,428.7,6.7,3.7,22.8,80.6,86.2,1.6,66.7,7.8,6.0,,"c(""Combine the sugar, cocoa, flour, and salt."", ""Add in just enough of the milk to make the mixture a smooth paste."", ""Gradually add the rest of the milk, stirring well."", ""Cook over medium heat, stirring constantly, until the consistency of pudding."", ""Remove from heat and add vanilla."", ""Serve over hot, buttered biscuits."")"
333196,Chocolate Chip Cookie Delight,117496,sherri H,10.0,25,35,2008-10-27T18:03:00Z,"This is  a simple recipe for any occasion.
It is wonderful!! If you like chocolate chip cookies and you like pudding this is a great combination!! 
The prep time does not include chilling time.",Dessert,"c(""< 60 Mins"", ""For Large Groups"")","c(""16 1/2"", ""8"", ""1"", ""12"", ""3"", ""4"", ""3 1/2"")","c(""cream cheese"", ""sugar"", ""milk"", ""instant chocolate pudding mix"", ""vanilla instant pudding mix"")",,,388.8,18.9,9.9,49.2,368.1,50.9,0.7,25.3,5.1,15.0,15,"c(""Let cookie dough stand at room temperature for 5-10 minutes to soften."", ""Press into an ungreased 13x9 pan."", ""Bake at 350°F 14-16 minutes or until golden brown."", ""Cool on wire rack."", ""In a large mixing bowl,beat cream cheese and sugar until smooth."", ""Fold in 1 3/4 cups whipped topping. Spread over crust."", ""In a large bowl whisk milk with pudding mixes for 2 minutes,let stand for 2 minutes or until soft set."", ""Spread over cream cheese layer. Top with remaining whipped topping."", ""Sprinkle with nuts and chocolate curls if desired."", 
""Cover and refrigerate for 8 hours or overnight until firm."")"
186290,East Meets West Barbecue Sauce,349071,JustEmma,,5,5,2006-09-14T22:46:00Z,"This barbecue sauce is so wonderfully sweet, sticky and works equally well as a marinade or dipping sauce. It also has to be the easiest thing in the world to make!
This will keep for a week in the fridge",Sauces,"c(""< 15 Mins"", ""Beginner Cook"", ""Easy"")","c(""2"", ""1"", ""1"", ""1/2"", ""1/2"", ""2"", ""2"", ""1"")","c(""light soy sauce"", ""dark soy sauce"", ""hoisin sauce"", ""garlic cloves"", ""sugar"", ""white pepper"")",5.0,1.0,119.0,4.5,0.7,1.0,1271.2,17.5,1.0,11.1,2.6,,,"c(""Ready for this? Ok. Here we go!"", ""Get a shaker or a container you can lid and shake. Put all the ingredients in and shake thoroughly."", ""Put your feet up - your work is done!"")"
33129,Maryland Crab Cakes with Basil Aioli,15718,Steve P.,10.0,20,30,2002-07-04T17:37:00Z,Delicous Crab Cakes served with a garic dipping sauce. Can be made mild or hot and spicy. Can be used as a seafood appetizer or a main course. Recipe courtesy Chef Rita Carmody (formerly of the Red Lion Hotel),Lunch/Snacks,"c(""Crab"", ""Canadian"", ""< 30 Mins"", ""Stove Top"")","c(""1"", ""1"", ""1/2"", ""1"", ""1/4"", ""1"", ""1"", ""1"", NA, NA, ""2"", ""2"", ""1/2"", ""2"", NA, ""1"", NA, NA)","c(""onion"", ""egg"", ""mayonnaise"", ""Worcestershire sauce"", ""dry mustard"", ""olive oil"", ""garlic"", ""basil leaves"", ""extra virgin olive oil"", ""salt"", ""red pepper flakes"", ""ground cayenne pepper"")",4.0,2.0,1147.3,113.0,16.3,177.1,1084.2,10.5,0.8,1.6,25.1,4.0,,"c(""In a large bowl, mix crabmeat, onion, crushed crackers, eggs, mayonnaise and seasonings."", ""Gently mix everything together and shape into crab cakes."", ""Saute cakes in a little oil for about five minutes on each side or until golden brown."", ""To prepare aioli, place egg yolks, garlic and basil in a blender."", ""Start the blender and slowly add oil."", ""When thoroughly mixed and creamy, add salt and lemon juice and if you want it hot and spicy the option red pepper or cayenne."", ""Serve the aioli on the side as a dipping sauce.""
)"
395910,Chipotle Barbecued Tofu,542159,Debbwl,60.0,10,70,2009-10-21T21:55:00Z,"Found on http://blog.fatfreevegan.com/2009/09/chipotle-barbecued-tofu.html
and put here for safe keeping.
The photo showed it served over some whole-wheat couscous that was flavored with saffron and an asortment of fresh herbs, and minced pimento pepper. (updated 12/19/10--cut the tofu from 28 ounces to 14ounces)",< 4 Hours,"""Easy""","c(""1"", ""1"", ""4"", ""1/2"", ""1"", ""1"", ""2"", ""1"", ""1"", ""1/4"", ""1/4"", ""1/4"")","c(""extra firm tofu"", ""onion"", ""garlic cloves"", ""ketchup"", ""turbinado sugar"", ""chipotle chiles in adobo"", ""tamari soy sauce"", ""cider vinegar"", ""cinnamon"", ""fresh ground black pepper"", ""celery seed"")",4.5,2.0,159.3,5.9,1.2,0.0,631.9,18.1,2.2,11.7,12.6,3.0,,"c(""Slice each block of tofu into 9 slices. Place them on a double layer of paper towels or a clean tea towel (non-fuzzy) and place another double layer over them. Press firmly with your hands to remove as much moisture as possible. Let them sit on the absorbent material while you make the sauce."", ""Heat a saucepan and add the onion. Cook, stirring, over medium-high heat until onion begins to brown, at least 6 minutes. Add the garlic and cook for another minute. Add all remaining ingredients (except the tofu) and cook, stirring, over medium to low heat, for about 15-20 minutes, until thick and fragrant."", 
""Preheat oven to 425°F Place a silicone baking mat on a cookie sheet or oil a long, rectangular baking dish. Brush one side of each slice of tofu with a thin layer of sauce and place it on the pan sauce-side down. Spread remaining sauce on the tops and sides of the tofu. Bake for about 25-30 minutes, until tofu is firm and just beginning to brown at the corners. Serve hot."")"
166867,Stuffed Mushrooms,268153,lamarb,20.0,10,30,2006-05-04T14:28:00Z,Make and share this Stuffed Mushrooms recipe from Food.com.,White Rice,"c(""Rice"", ""Grains"", ""Vegetable"", ""< 30 Mins"")","c(""2"", ""2"", ""2"", ""1"", ""2"", ""2"")","c(""button mushrooms"", ""red lentils"", ""cooked rice"", ""pine nuts"", ""bacon grease"", ""monterey jack cheese"")",,,422.4,32.4,12.9,36.6,115.4,22.5,3.2,0.9,11.6,1.0,,"c(""Pre heat the oven to 375o."", ""Place the lentils in a small bowl and cover with water. Cover and let stand over night."", ""Remove the stems of the mushrooms and reserve them use at a later date. Wipe the mushrooms clean with a damp cloth if necessary."", ""Put the bacon grease in a skillet and bring it up to heat. Drain the lentils thoroughly, combine with the rice and pine nuts, and add to the skillet. Stir frequently to avoid scorching. Cook it for 3 or 4 minutes."", ""Stuff half of the mixture into each of the mushrooms and pat down to compress it."", 
""Place the mushrooms on a cookie sheet and carefully spoon the cheese on top."", ""Place in the oven for 20 minutes. Watch it. You want the cheese to brown but not burn."")"
528620,Wild Mushroom Stuffing,2001112110,Tuck Burnette,60.0,50,110,2016-10-17T04:13:00Z,"There are directions here for baking the stuffing in a turkey, or doing it in a casserole dish, see the end of recipe.",European,"c(""Thanksgiving"", ""< 4 Hours"")","c(""2"", ""1"", ""1"", ""6"", ""4"", ""6"", ""1"", ""12"", ""2"", ""1"", NA, ""1"", ""3"", ""2"", ""2"", ""3/4"")","c(""warm water"", ""dried funghi porcini"", ""unsalted butter"", ""leeks"", ""shallots"", ""button mushroom"", ""celery"", ""parsley"", ""hazelnuts"", ""thyme leaves"", ""dried thyme leaves"", ""fresh sage"", ""dried sage"", ""eggs"", ""low sodium chicken broth"")",,,229.8,16.7,5.4,55.5,53.8,17.4,3.9,4.7,6.9,10.0,1 4-quart pan,"c(""Pour the water over the porcini, stir, and set aside for at least 30 minutes.  Retrieve the mushrooms with a slotted spoon onto a double layer of paper towels. Dry lightly, then coarsely chop. Strain porcini liquid, through a fine sieve into a cup or bowl, leaving behind any sediment that may have accumulated."", ""Place the bread cubes onto two rimmed sheets and bake at 325 or 350 for 10-15 minutes, or until dried lightly.  Remove and place in a bowl or cool on sheets."", ""Put the butter, leeks, shallots, button mushrooms, and shiitake mushrooms into a heavy sauté pan, 12-inch skillet, or oven casserole, and turn the heat to medium-high. Cook, stirring often, for about 10-12 minutes, or until golden and softened. Add the celery, porcini,  1-cup of the cleared soaking liquid, and salt and pepper to taste. Reduce fully. Sauté a few minutes more, over lower heat. Stir in parsley, hazelnuts, and herbs. Transfer to bowl with bread. Stir to combine.  Taste for salt and pepper.  Stir in the eggs."", 
""To do the stuffing in a turkey, use it just as it is. The remainder will need to be moistened with a mix of chicken stock and reserved mushroom liquid.  Moisten lightly, and put into a greased casserole dish of suitable size. Cover with foil and bake for about 30 minutes, alongside the turkey, uncover to bake 10-20 minutes more, to crisp."", ""To do entirely in a dish, combine stock and liquid, use to moisten stuffing cubes, not allowing it to become to soaked, not all of the liquid will  be used. Transfer to a greased 4-quart dish, cover with greased foil and bake slow, at 325 for an hour, uncover and bake 10-15 minutes more.""
)"
329411,Oatmeal Cake,525641,chef heather in cul,25.0,10,35,2008-10-07T13:49:00Z,"This cake is to die for, Its a recipe that has been passed down for many generations, hope you enjoy!!",Dessert,"c(""< 60 Mins"", ""For Large Groups"")","c(""1 1/2"", ""1"", ""1"", ""1/2"", ""2"", ""1 1/2"", ""1"", ""1"", ""1/2"", ""1/2"", ""1/2"", ""1"", ""1/4"", ""1"", ""1"")","c(""boiling water"", ""quick-cooking oats"", ""brown sugar"", ""shortening"", ""eggs"", ""all-purpose flour"", ""baking soda"", ""cinnamon"", ""salt"", ""butter"", ""brown sugar"", ""vanilla"", ""evaporated milk"", ""pecans"", ""walnuts"")",,,361.7,21.8,8.5,45.7,244.6,39.2,1.9,24.3,4.2,15.0,1 pan,"c(""Stir oats in the boiling water, let stand for 20 minutes. Cream shortening, sugars, eggs. Sift flour together with salt, cinnamon Add to creamed mixture. Add oatmeal, mix well."", ""Bake in a well greased pan in 350°F oven for 25-30 minutes."", ""While cake is baking melt together in a sauce pan the icing ingredients."", ""While cake is still warm, spread icing over the top of the cake and put under broiler till bubbly and brown about 5 - 10 minutes."")"
510890,Tzatziki Sauce,695933,CHEF GRPA,,20,20,2013-12-15T14:57:00Z,Make and share this Tzatziki Sauce recipe from Food.com.,Vegetable,"c(""Australian"", ""European"", ""Low Protein"", ""Low Cholesterol"", ""< 30 Mins"", ""Easy"", ""Inexpensive"", ""From Scratch"")","c(""2"", ""2"", ""2"", ""1/2"", NA, ""1"", ""3"")","c(""plain yogurt"", ""cucumbers"", ""olive oil"", ""lemon"", ""fresh dill"", ""garlic cloves"")",,,81.2,5.5,1.8,8.0,30.1,6.3,0.5,4.2,2.7,8.0,,"c(""1. In a food processor or blender, combine yogurt, cucumber, olive oil, lemon juice, salt, pepper, dill and garlic. Process until well-combined. Transfer to a separate dish, cover and refrigerate for at least one hour for best flavor."", ""2. To solve the runniness problem. You must drain the yogurt in a colander for a few hours. This is the way they do it the Greek restaurants. You should also salt and drain the cucumbers for an hour. I tried this recipe and drained the yogurt first."", ""My update Note:  PLEASE NOTE: yogurt will break down if it is stirred with too much force--especially using a food processor! This is why some people had runny results even after draining the yogurt overnight. Instead, chop everything else up separately and gently fold it into the yogurt with a spatula.""
)"
